5401,26,9
5402,3255,1
5403,187,0
5404,334229,0
5405,615,37
5406,668,3
5407,4667,0
5408,76617,76559
5409,15,0
5410,16,4
5411,177,116
5412,142,0
5413,4933,0
5414,1093,0
5415,26,16
5416,38,0
5417,7616,0
5418,7111,6984
5419,5028,0
5420,4,3
5421,69568,4
5422,909,0
5423,43,10
5424,15671,0
5425,139494,139115
5426,1015,0
5427,30884,27835
5428,740,43
5429,4372,204
5430,83586,0
5431,4255,0
5432,13967,0
5433,340,1
5434,27809,27883
5435,180,70
5436,76501,0
5437,5448,0
5438,855,0
5439,139,2
5440,1317,1322
5441,4898,0
5442,68,5
5443,6128,0
5444,191,0
5445,15665,15695
5446,31,22
5447,174,162
5448,389734,0
5449,4490,0
5450,15686,2
5451,3150,47
5452,622,38
5453,149,6
5454,15669,6
5455,156,40
5456,29,0
5457,15707,43
5458,965,0
5459,17252,917
5460,8721,8770
5461,17553,1
5462,878,0
5463,31,5
5464,41,0
5465,61,1
5466,32,0
5467,3070,1
5468,253,0
5469,406,21
5470,29,10
5471,5770,0
5472,7097,7078
5473,12,7
5474,31,6
5475,3069,0
5476,437,155
5477,8001,0
5478,3513,7
5479,5442,0
5480,69893,0
5481,139084,139084
5482,1271,0
5483,8763,0
5484,5,0
5485,160,11
5486,362182,5
5487,759,65
5488,550,551
5489,86,72
5490,664,0
5491,258,243
5492,236,0
5493,295,3
5494,3375,150
5495,76516,1
5496,389294,0
5497,390626,541
5498,815,0
5499,553,3
5500,22,21
