101,16356,0
102,123,120
103,16675,0
104,1,0
105,1868,2009
106,716,0
107,16733,0
108,9,9
109,16400,0
110,231,230
111,1898,1756
112,0,0
113,15729,0
114,122,116
115,1793,1739
116,27,0
117,1812,1774
118,682,0
119,8738,8742
120,0,1
121,15727,15687
122,691,0
123,1899,1748
124,28,0
125,5277,5236
126,115,117
127,17437,0
128,0,0
129,7190,6963
130,1351,1313
131,69887,0
132,27,28
133,34805,34800
134,3099,0
135,7014,6949
136,5,0
137,69643,0
138,481,445
139,69795,0
140,85,89
141,7543,6965
142,3095,0
143,7006,6956
144,0,0
145,20949,20890
146,3108,0
147,7564,7526
148,146,0
149,76503,0
150,479,464
151,76550,0
152,5,0
153,7103,7176
154,908,889
155,20957,20852
156,28,28
157,77015,0
158,3091,0
159,7647,6947
160,0,1
161,34820,34788
162,470,446
163,76489,0
164,145,0
165,7208,7184
166,3517,0
167,76555,0
168,2,2
169,76577,76543
170,1363,1382
171,7197,7113
172,145,0
173,83555,0
174,491,439
175,6999,6985
176,0,0
177,7744,7133
178,3522,0
179,83476,0
180,28,28
181,83598,0
182,8754,8712
183,28486,27782
184,21,0
185,55779,55622
186,1805,1739
187,27904,27800
188,573,0
189,27923,27895
190,1789,1747
191,333858,0
192,0,0
193,333735,0
194,13958,0
195,29171,29625
196,575,549
197,362182,0
198,1807,1766
199,361930,0
200,20,21
