6101,8799,0
6102,15797,0
6103,521,489
6104,15860,0
6105,143,2
6106,3365,5
6107,363245,504
6108,23,2
6109,77043,276
6110,558,4
6111,14067,112
6112,334617,0
6113,10589,0
6114,118,7
6115,182,50
6116,69696,12
6117,653,27
6118,29,4
6119,362043,9
6120,27884,27848
6121,4084,0
6122,887,0
6123,76835,1
6124,157,0
6125,84263,84141
6126,43,0
6127,290,255
6128,7,0
6129,389961,29
6130,27,4
6131,8876,0
6132,3087,0
6133,6056,0
6134,1122,0
6135,3,1
6136,688,4
6137,323,308
6138,56,28
6139,60,13
6140,3,0
6141,3518,0
6142,3848,208
6143,12243,0
6144,0,0
6145,219,23
6146,8,4
6147,43,1
6148,732,15
6149,146,4
6150,83728,83610
6151,6563,0
6152,26,0
6153,26,22
6154,83536,20
6155,185,90
6156,7072,7106
6157,71941,1643
6158,1121,0
6159,549,28
6160,875,872
6161,16366,14
6162,3084,2
6163,7428,0
6164,3092,1
6165,69837,0
6166,1991,0
6167,123,64
6168,3,0
6169,362306,54
6170,26,3
6171,27866,27898
6172,211,0
6173,10626,0
6174,562,551
6175,1322,1326
6176,334711,0
6177,3106,2
6178,1673,0
6179,77549,854
6180,15682,1
6181,55,12
6182,5,1
6183,390664,3
6184,58,0
6185,170,23
6186,63,8
6187,722,689
6188,111742,111551
6189,627,27
6190,40,14
6191,76732,0
6192,7120,6965
6193,325,300
6194,76700,2
6195,673,3
6196,237,0
6197,10814,0
6198,78,1
6199,8580,0
6200,20936,20994
