4001,2271,1
4002,69,9
4003,3000,0
4004,865,866
4005,3518,1
4006,493,1
4007,3493,0
4008,78472,0
4009,367109,15
4010,10,2
4011,336314,6
4012,710,13
4013,3511,0
4014,365691,0
4015,3103,2
4016,391591,0
4017,15796,2
4018,148,3
4019,3697,1
4020,3091,0
4021,2312,0
4022,473,0
4023,77419,13
4024,15,0
4025,35049,35163
4026,713,29
4027,2831,0
4028,767,9
4029,3197,16
4030,1386,1351
4031,70355,256
4032,117,118
4033,15898,1
4034,380,0
4035,5,2
4036,51,0
4037,72,63
4038,19,0
4039,18,2
4040,15797,0
4041,15,3
4042,841,132
4043,46,46
4044,2,0
4045,60,5
4046,26,15
4047,3106,19
4048,251894,252108
4049,3425,0
4050,28009,28008
4051,1902,1
4052,102,0
4053,336687,1
4054,772,0
4055,54,21
4056,77018,76899
4057,2131,0
4058,463,0
4059,1928,1809
4060,140212,140040
4061,69965,16
4062,41,4
4063,391909,174
4064,17535,0
4065,6,4
4066,15829,60
4067,3595,66
4068,15825,0
4069,6,1
4070,148,1
4071,745,45
4072,21,0
4073,3656,0
4074,14054,2
4075,76911,40
4076,114,0
4077,76638,0
4078,627,0
4079,2793,0
4080,27868,27787
4081,683,15
4082,76504,1
4083,193,4
4084,42,0
4085,148,2
4086,389912,4
4087,3753,30
4088,3067,0
4089,626,40
4090,2,1
4091,2659,0
4092,55,29
4093,2447,1
4094,3529,0
4095,1438,1437
4096,0,0
4097,390015,2
4098,40,0
4099,2997,0
4100,83541,83520
