8201,73291,3008
8202,266,12
8203,43,21
8204,22,17
8205,39,17
8206,92,85
8207,884,853
8208,7112,7106
8209,12187,0
8210,75,10
8211,34,7
8212,519,0
8213,336485,1357
8214,450,169
8215,729,44
8216,3069,1
8217,3526,17
8218,104,69
8219,20304,0
8220,70733,0
8221,14066,0
8222,1984,0
8223,1316,49
8224,4,0
8225,587,29
8226,5,0
8227,23,7
8228,27838,27863
8229,361987,7
8230,94,40
8231,17702,0
8232,560,552
8233,9279,0
8234,84319,392
8235,661,1
8236,3087,2
8237,22914,0
8238,251,13
8239,15745,65
8240,15698,1
8241,3354,153
8242,43,37
8243,20716,0
8244,389699,0
8245,15469,1323
8246,34,1
8247,872,5
8248,54,0
8249,19185,166
8250,21,22
8251,362771,172
8252,595,0
8253,69563,5
8254,4045,0
8255,17426,3
8256,7111,6979
8257,1364,1338
8258,2321,0
8259,1176,13
8260,671,3
8261,46,11
8262,7098,7107
8263,14636,0
8264,79,0
8265,37,3
8266,3846,0
8267,145,28
8268,668,1
8269,13058,0
8270,102,40
8271,50,1
8272,565,2
8273,21212,0
8274,361787,9
8275,23,21
8276,625,0
8277,3668,105
8278,4567,0
8279,620,590
8280,461,437
8281,76574,76700
8282,15861,5
8283,390350,1
8284,15690,0
8285,176,4
8286,118,12
8287,13334,0
8288,142,0
8289,4,1
8290,54,10
8291,18030,0
8292,25,0
8293,16714,0
8294,34,6
8295,3069,1
8296,674,2
8297,19162,0
8298,28,13
8299,334356,221
8300,3510,10
