8301,1108,6
8302,79,58
8303,931,877
8304,83559,0
8305,76561,1
8306,2472,0
8307,3076,8
8308,3107,12
8309,479,276
8310,3,1
8311,11243,0
8312,83,0
8313,76757,81
8314,3995,0
8315,454,163
8316,28721,28714
8317,9877,0
8318,2285,0
8319,1637,420
8320,1316,1326
8321,77548,4
8322,3088,0
8323,180,16
8324,449,0
8325,55748,55980
8326,83639,157
8327,369,334
8328,9,1
8329,13021,0
8330,8724,8738
8331,1514,12
8332,464,0
8333,90,65
8334,12,3
8335,555,161
8336,15,0
8337,9,2
8338,97,87
8339,1202,1183
8340,69618,1
8341,127,106
8342,14092,5
8343,15779,6
8344,76740,4
8345,368,25
8346,15691,15
8347,627,594
8348,637,0
8349,251559,250596
8350,76612,42
8351,362,186
8352,464,438
8353,11889,0
8354,2688,0
8355,34,6
8356,311,0
8357,70737,503
8358,362263,1
8359,76,56
8360,250204,250911
8361,99,15
8362,16108,78
8363,22256,0
8364,1896,1762
8365,390188,37
8366,4658,633
8367,1518,50
8368,16,0
8369,20345,0
8370,1788,1753
8371,52,16
8372,23,1
8373,624,5
8374,3719,3
8375,3188,102
8376,5,1
8377,20598,0
8378,4504,787
8379,35303,34782
8380,22,10
8381,234,195
8382,17441,9
8383,23448,4299
8384,69852,0
8385,146,0
8386,76,56
8387,22148,0
8388,390166,0
8389,15969,0
8390,88,42
8391,961,51
8392,108,0
8393,15701,7
8394,133,1
8395,3127,30
8396,770,0
8397,58,58
8398,13,1
8399,391385,1552
8400,23,22
