1101,7,1
1102,38,2
1103,147,0
1104,481,443
1105,111601,111709
1106,3064,0
1107,141,0
1108,3,0
1109,149,0
1110,55803,55575
1111,15676,1
1112,69586,0
1113,666,1
1114,27,0
1115,361469,2
1116,1783,1738
1117,93,0
1118,142,0
1119,7,1
1120,84,84
1121,679,15
1122,33,28
1123,99,0
1124,3,0
1125,5250,5480
1126,27,0
1127,34888,34798
1128,7525,6973
1129,77,0
1130,15832,0
1131,29,0
1132,3,0
1133,15702,7
1134,452,448
1135,389743,2
1136,3065,0
1137,10,1
1138,23,0
1139,3151,10
1140,115,112
1141,76476,1
1142,16,0
1143,17748,0
1144,6975,6965
1145,389310,0
1146,334544,0
1147,170,1
1148,140,0
1149,9,1
1150,1775,1738
1151,82,0
1152,0,0
1153,100,0
1154,16,0
1155,28737,28671
1156,15,4
1157,3500,2
1158,333523,0
1159,674,1
1160,20902,20855
1161,7099,7210
1162,3599,1
1163,157,0
1164,13947,0
1165,389181,1
1166,673,2
1167,10,1
1168,3053,0
1169,76536,4
1170,29128,29098
1171,69,0
1172,5,0
1173,31,2
1174,36,0
1175,84301,83379
1176,7537,7496
1177,15691,11
1178,34,0
1179,69561,1
1180,666,1
1181,117,0
1182,361370,0
1183,77031,76523
1184,141,0
1185,3071,1
1186,29,0
1187,199,0
1188,1778,1781
1189,175,5
1190,8739,8703
1191,6,0
1192,76603,0
1193,177,0
1194,362724,1
1195,389719,4
1196,22,1
1197,34799,34759
1198,20,0
1199,15697,3
1200,465,458
