6401,83992,308
6402,13937,4
6403,41,33
6404,255,0
6405,663,2
6406,2297,0
6407,77975,931
6408,3512,0
6409,38,5
6410,27,3
6411,473,8
6412,390132,1
6413,875,201
6414,95,1
6415,313,97
6416,9,0
6417,59,9
6418,1983,0
6419,69865,170
6420,15689,1
6421,7258,0
6422,27853,27799
6423,697,29
6424,3056,1
6425,14,11
6426,8736,8717
6427,6796,0
6428,352,1
6429,558,0
6430,23,3
6431,17776,1485
6432,30892,27865
6433,53,6
6434,1016,0
6435,3093,3103
6436,188,0
6437,76985,200
6438,181,6
6439,71764,1473
6440,34811,34807
6441,15720,38
6442,1235,0
6443,330,312
6444,83586,3
6445,134,4
6446,87,81
6447,4,1
6448,29,0
6449,9169,0
6450,83646,83485
6451,7845,0
6452,314,0
6453,391644,33
6454,46,33
6455,220,99
6456,6,0
6457,359,321
6458,1229,0
6459,813,8
6460,11,1
6461,3067,8
6462,14,8
6463,568,533
6464,15692,0
6465,7,1
6466,1408,83
6467,362935,544
6468,874,891
6469,6405,0
6470,56,26
6471,69,34
6472,53,0
6473,11946,0
6474,3521,9
6475,55759,55755
6476,427,0
6477,17429,0
6478,3433,210
6479,34,1
6480,6973,6978
6481,6516,0
6482,13,4
6483,272,8
6484,167,0
6485,130,4
6486,592,23
6487,52,39
6488,36,1
6489,15723,0
6490,674,7
6491,9533,0
6492,14,2
6493,76778,145
6494,335594,64
6495,11,0
6496,139538,139012
6497,6702,144
6498,19,8
6499,17225,222
6500,1321,1325
