6201,693,2
6202,51,40
6203,10490,0
6204,570,2
6205,3106,1
6206,15941,209
6207,648,29
6208,14003,0
6209,186,122
6210,471,446
6211,6888,0
6212,358,0
6213,15943,113
6214,390262,47
6215,15681,9
6216,143,2
6217,4959,0
6218,1057,0
6219,29,3
6220,8,6
6221,9905,0
6222,675,2
6223,17454,0
6224,9,0
6225,3534,14
6226,62,60
6227,276,263
6228,83850,2
6229,7625,0
6230,3504,1
6231,3104,12
6232,150,4
6233,552,519
6234,89,7
6235,167,1
6236,215,0
6237,28699,28759
6238,1373,0
6239,340,327
6240,29135,29182
6241,13801,7700
6242,671,0
6243,448,7
6244,361948,2
6245,98,0
6246,16,9
6247,8191,0
6248,3073,0
6249,492,29
6250,5349,5354
6251,577,15
6252,15,0
6253,146,6
6254,1740,432
6255,69635,3
6256,27,2
6257,9383,0
6258,76575,4
6259,186,165
6260,3,1
6261,672,28
6262,15704,5
6263,9893,0
6264,473,440
6265,83821,23
6266,389628,1
6267,312,0
6268,262,0
6269,11434,0
6270,251050,250897
6271,4270,0
6272,556,550
6273,1886,1764
6274,1584,0
6275,389877,3
6276,16,2
6277,8450,0
6278,3229,26
6279,23,1
6280,76567,1
6281,25,8
6282,6,2
6283,16458,128
6284,261,0
6285,27,15
6286,29,17
6287,10443,0
6288,69629,0
6289,43,39
6290,154,1
6291,390447,2
6292,6975,7002
6293,68,13
6294,110,1
6295,273,94
6296,50,0
6297,785,29
6298,3953,343
6299,10982,0
6300,133,134
