7901,16766,0
7902,6,2
7903,83,6
7904,28078,28057
7905,21106,21067
7906,4519,758
7907,20387,0
7908,34,2
7909,479,428
7910,15795,2
7911,55,56
7912,187,15
7913,338196,75
7914,180,11
7915,338,84
7916,637,0
7917,30,0
7918,16286,362
7919,18143,0
7920,1843,1819
7921,25334,18272
7922,409162,10
7923,74530,11
7924,6,3
7925,45,43
7926,95,0
7927,16640,0
7928,65,0
7929,67,1
7930,699,1
7931,16662,15
7932,20,3
7933,15024,0
7934,2428,0
7935,90,45
7936,30,0
7937,21469,0
7938,587,582
7939,890,881
7940,7,1
7941,858,48
7942,98,88
7943,1009,434
7944,3,0
7945,416624,37
7946,74754,83
7947,61,11
7948,571,0
7949,21918,0
7950,695,1
7951,13403,0
7952,3614,0
7953,420161,1
7954,14281,21
7955,293,2
7956,118327,116781
7957,19286,0
7958,91302,344
7959,14,3
7960,395822,3
7961,837,828
7962,174,1
7963,15134,0
7964,88372,1
7965,692,9
7966,50,29
7967,1023,999
7968,31527,28069
7969,38,14
7970,82,10
7971,1217,0
7972,399,0
7973,3108,17
7974,26,13
7975,30,1
7976,59,0
7977,1041,45
7978,3782,0
7979,21641,2739
7980,35224,35113
7981,1524,1490
7982,12,9
7983,117,55
7984,13,0
7985,188,2
7986,15841,15857
7987,77220,21
7988,677,0
7989,1286,48
7990,592,9
7991,70808,95
7992,157,7
7993,12859,1
7994,21,4
7995,1493,1359
7996,505,0
7997,251,218
7998,176,5
7999,58,49
8000,5308,5300
