4101,295,13
4102,22,17
4103,93,86
4104,7153,7087
4105,76,10
4106,517,0
4107,439,165
4108,3067,1
4109,103,68
4110,69669,0
4111,1985,0
4112,4,0
4113,5,0
4114,27891,27861
4115,96,41
4116,558,548
4117,83931,394
4118,3089,2
4119,251,12
4120,15695,0
4121,42,36
4122,390152,0
4123,34,0
4124,57,0
4125,22,22
4126,598,0
4127,4074,0
4128,7185,6985
4129,2287,0
4130,674,3
4131,7079,7094
4132,79,0
4133,3831,0
4134,668,1
4135,102,40
4136,550,2
4137,362652,9
4138,624,0
4139,4560,0
4140,467,453
4141,15841,5
4142,15741,0
4143,121,12
4144,140,0
4145,54,10
4146,25,0
4147,36,6
4148,666,2
4149,27,14
4150,3520,10
4151,75,47
4152,83587,1
4153,2448,0
4154,3108,11
4155,3,1
4156,83,0
4157,3995,0
4158,28739,28696
4159,2292,0
4160,1331,1329
4161,3072,0
4162,458,0
4163,83752,155
4164,8,1
4165,8723,8713
4166,462,0
4167,12,3
4168,15,0
4169,98,87
4170,69552,1
4171,14087,4
4172,76641,3
4173,15686,15
4174,647,0
4175,76945,41
4176,476,438
4177,2672,0
4178,312,0
4179,361920,1
4180,250775,250442
4181,15891,77
4182,1901,1755
4183,4666,615
4184,14,0
4185,1774,1757
4186,23,1
4187,3731,4
4188,5,0
4189,4499,793
4190,23,10
4191,17438,9
4192,69547,0
4193,75,56
4194,390320,0
4195,90,42
4196,110,0
4197,133,1
4198,761,0
4199,13,1
4200,22,24
